,arg_names,arg_text,arg_types,args_string,args_vals,class_name,link,module,section_name
122,"['n_components: int, default 1', ""covariance_type: string, default 'diag'"", 'alpha: float, default 1', 'tol', 'n_iter', 'params', 'init_params', 'verbose']","['n_components: int, default 1 :', ""covariance_type: string, default 'diag' :"", 'alpha: float, default 1 :', 'tol : float, default 1e-3', 'n_iter : int, default 10', ""params : string, default 'wmc'"", ""init_params : string, default 'wmc'"", 'verbose : int, default 0']","[""<type 'int'>"", ""<type 'str'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'str'>"", ""<type 'str'>"", ""<type 'int'>""]","n_components=1, covariance_type='diag', alpha=1.0, random_state=None, thresh=None, tol=0.001, verbose=0, min_covar=None, n_iter=10, params='wmc', init_params='wmc'","[('n_components', '1'), ('covariance_type', ""'diag'""), ('alpha', '1.0'), ('random_state', 'None'), ('thresh', 'None'), ('tol', '0.001'), ('verbose', '0'), ('min_covar', 'None'), ('n_iter', '10'), ('params', ""'wmc'""), ('init_params', ""'wmc'"")]",VBGMM,http://scikit-learn.org/stable/modules/generated/sklearn.mixture.VBGMM.html#sklearn.mixture.VBGMM,sklearn.mixture,Gaussian Mixture Models
123,"['estimator', 'n_jobs']","['estimator : estimator object', 'n_jobs : int, optional, default: 1']","[""<class 'sklearn.base.BaseEstimator'>"", ""<type 'int'>""]","estimator=None, n_jobs=1","[('estimator', None), ('n_jobs', '1')]",OneVsRestClassifier,http://scikit-learn.org/stable/modules/generated/sklearn.multiclass.OneVsRestClassifier.html#sklearn.multiclass.OneVsRestClassifier,sklearn.multiclass,Multiclass and multilabel classification
124,"['estimator', 'n_jobs']","['estimator : estimator object', 'n_jobs : int, optional, default: 1']","[""<class 'sklearn.base.BaseEstimator'>"", ""<type 'int'>""]","estimator=None, n_jobs=1","[('estimator', None), ('n_jobs', '1')]",OneVsOneClassifier,http://scikit-learn.org/stable/modules/generated/sklearn.multiclass.OneVsOneClassifier.html#sklearn.multiclass.OneVsOneClassifier,sklearn.multiclass,Multiclass and multilabel classification
125,"['estimator', 'code_size', 'random_state', 'n_jobs']","['estimator : estimator object', 'code_size : float', 'random_state : numpy.RandomState, optional', 'n_jobs : int, optional, default: 1']","[""<class 'sklearn.base.BaseEstimator'>"", ""<type 'float'>"", ""<type 'mtrand.RandomState'>"", ""<type 'int'>""]","estimator=None, code_size=1.5, random_state=None, n_jobs=1","[('estimator', None), ('code_size', '1.5'), ('random_state', 'None'), ('n_jobs', '1')]",OutputCodeClassifier,http://scikit-learn.org/stable/modules/generated/sklearn.multiclass.OutputCodeClassifier.html#sklearn.multiclass.OutputCodeClassifier,sklearn.multiclass,Multiclass and multilabel classification
126,"['X', 'y', 'sample_weight']","['X : array-like, shape (n_samples, n_features)', 'y : array-like, shape (n_samples,)', 'sample_weight : array-like, shape (n_samples,), optional']","[""<type 'numpy.ndarray'>"", ""<type 'numpy.ndarray'>"", ""<type 'numpy.ndarray'>""]",,[],GaussianNB,http://scikit-learn.org/stable/modules/generated/sklearn.naive_bayes.GaussianNB.html#sklearn.naive_bayes.GaussianNB,sklearn.naive_bayes,Naive Bayes
127,"['alpha', 'fit_prior', 'class_prior']","['alpha : float, optional (default=1.0)', 'fit_prior : boolean', 'class_prior : array-like, size (n_classes,)']","[""<type 'float'>"", ""<type 'bool'>"", ""<type 'numpy.ndarray'>""]","alpha=1.0, fit_prior=True, class_prior=None","[('alpha', '1.0'), ('fit_prior', 'True'), ('class_prior', 'None')]",MultinomialNB,http://scikit-learn.org/stable/modules/generated/sklearn.naive_bayes.MultinomialNB.html#sklearn.naive_bayes.MultinomialNB,sklearn.naive_bayes,Naive Bayes
128,"['alpha', 'binarize', 'fit_prior', 'class_prior']","['alpha : float, optional (default=1.0)', 'binarize : float or None, optional', 'fit_prior : boolean', 'class_prior : array-like, size=[n_classes,]']","[""<type 'float'>"", ""(<type 'float'>, None)"", ""<type 'bool'>"", ""<type 'numpy.ndarray'>""]","alpha=1.0, binarize=0.0, fit_prior=True, class_prior=None","[('alpha', '1.0'), ('binarize', '0.0'), ('fit_prior', 'True'), ('class_prior', 'None')]",BernoulliNB,http://scikit-learn.org/stable/modules/generated/sklearn.naive_bayes.BernoulliNB.html#sklearn.naive_bayes.BernoulliNB,sklearn.naive_bayes,Naive Bayes
129,"['n_neighbors', 'radius', 'algorithm', 'leaf_size', 'p: integer, optional (default = 2)', 'metric', 'metric_params', 'n_jobs']","['n_neighbors : int, optional (default = 5)', 'radius : float, optional (default = 1.0)', ""algorithm : {'auto', 'ball_tree', 'kd_tree', 'brute'}, optional"", 'leaf_size : int, optional (default = 30)', 'p: integer, optional (default = 2) :', ""metric : string or callable, default 'minkowski'"", 'metric_params : dict, optional (default = None)', 'n_jobs : int, optional (default = 1)']","[""<type 'int'>"", ""<type 'float'>"", None, ""<type 'int'>"", ""<type 'int'>"", '<built-in function callable>', ""<type 'dict'>"", ""<type 'int'>""]","n_neighbors=5, radius=1.0, algorithm='auto', leaf_size=30, metric='minkowski', p=2, metric_params=None, n_jobs=1, **kwargs=None","[('n_neighbors', '5'), ('radius', '1.0'), ('algorithm', ""'auto'""), ('leaf_size', '30'), ('metric', ""'minkowski'""), ('p', '2'), ('metric_params', 'None'), ('n_jobs', '1'), ('**kwargs', None)]",NearestNeighbors,http://scikit-learn.org/stable/modules/generated/sklearn.neighbors.NearestNeighbors.html#sklearn.neighbors.NearestNeighbors,sklearn.neighbors,Nearest Neighbors
130,"['n_neighbors', 'weights', 'algorithm', 'leaf_size', 'metric', 'p', 'metric_params', 'n_jobs']","['n_neighbors : int, optional (default = 5)', 'weights : str or callable', ""algorithm : {'auto', 'ball_tree', 'kd_tree', 'brute'}, optional"", 'leaf_size : int, optional (default = 30)', ""metric : string or DistanceMetric object (default = 'minkowski')"", 'p : integer, optional (default = 2)', 'metric_params : dict, optional (default = None)', 'n_jobs : int, optional (default = 1)']","[""<type 'int'>"", '<built-in function callable>', None, ""<type 'int'>"", ""<type 'object'>"", ""<type 'int'>"", ""<type 'dict'>"", ""<type 'int'>""]","n_neighbors=5, weights='uniform', algorithm='auto', leaf_size=30, p=2, metric='minkowski', metric_params=None, n_jobs=1, **kwargs=None","[('n_neighbors', '5'), ('weights', ""'uniform'""), ('algorithm', ""'auto'""), ('leaf_size', '30'), ('p', '2'), ('metric', ""'minkowski'""), ('metric_params', 'None'), ('n_jobs', '1'), ('**kwargs', None)]",KNeighborsClassifier,http://scikit-learn.org/stable/modules/generated/sklearn.neighbors.KNeighborsClassifier.html#sklearn.neighbors.KNeighborsClassifier,sklearn.neighbors,Nearest Neighbors
131,"['radius', 'weights', 'algorithm', 'leaf_size', 'metric', 'p', 'outlier_label', 'metric_params']","['radius : float, optional (default = 1.0)', 'weights : str or callable', ""algorithm : {'auto', 'ball_tree', 'kd_tree', 'brute'}, optional"", 'leaf_size : int, optional (default = 30)', ""metric : string or DistanceMetric object (default='minkowski')"", 'p : integer, optional (default = 2)', 'outlier_label : int, optional (default = None)', 'metric_params : dict, optional (default = None)']","[""<type 'float'>"", '<built-in function callable>', None, ""<type 'int'>"", ""<type 'object'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'dict'>""]","radius=1.0, weights='uniform', algorithm='auto', leaf_size=30, p=2, metric='minkowski', outlier_label=None, metric_params=None, **kwargs=None","[('radius', '1.0'), ('weights', ""'uniform'""), ('algorithm', ""'auto'""), ('leaf_size', '30'), ('p', '2'), ('metric', ""'minkowski'""), ('outlier_label', 'None'), ('metric_params', 'None'), ('**kwargs', None)]",RadiusNeighborsClassifier,http://scikit-learn.org/stable/modules/generated/sklearn.neighbors.RadiusNeighborsClassifier.html#sklearn.neighbors.RadiusNeighborsClassifier,sklearn.neighbors,Nearest Neighbors
132,"['n_neighbors', 'weights', 'algorithm', 'leaf_size', 'metric', 'p', 'metric_params', 'n_jobs']","['n_neighbors : int, optional (default = 5)', 'weights : str or callable', ""algorithm : {'auto', 'ball_tree', 'kd_tree', 'brute'}, optional"", 'leaf_size : int, optional (default = 30)', ""metric : string or DistanceMetric object (default='minkowski')"", 'p : integer, optional (default = 2)', 'metric_params : dict, optional (default = None)', 'n_jobs : int, optional (default = 1)']","[""<type 'int'>"", '<built-in function callable>', None, ""<type 'int'>"", ""<type 'object'>"", ""<type 'int'>"", ""<type 'dict'>"", ""<type 'int'>""]","n_neighbors=5, weights='uniform', algorithm='auto', leaf_size=30, p=2, metric='minkowski', metric_params=None, n_jobs=1, **kwargs=None","[('n_neighbors', '5'), ('weights', ""'uniform'""), ('algorithm', ""'auto'""), ('leaf_size', '30'), ('p', '2'), ('metric', ""'minkowski'""), ('metric_params', 'None'), ('n_jobs', '1'), ('**kwargs', None)]",KNeighborsRegressor,http://scikit-learn.org/stable/modules/generated/sklearn.neighbors.KNeighborsRegressor.html#sklearn.neighbors.KNeighborsRegressor,sklearn.neighbors,Nearest Neighbors
133,"['radius', 'weights', 'algorithm', 'leaf_size', 'metric', 'p', 'metric_params']","['radius : float, optional (default = 1.0)', 'weights : str or callable', ""algorithm : {'auto', 'ball_tree', 'kd_tree', 'brute'}, optional"", 'leaf_size : int, optional (default = 30)', ""metric : string or DistanceMetric object (default='minkowski')"", 'p : integer, optional (default = 2)', 'metric_params : dict, optional (default = None)']","[""<type 'float'>"", '<built-in function callable>', None, ""<type 'int'>"", ""<type 'object'>"", ""<type 'int'>"", ""<type 'dict'>""]","radius=1.0, weights='uniform', algorithm='auto', leaf_size=30, p=2, metric='minkowski', metric_params=None, **kwargs=None","[('radius', '1.0'), ('weights', ""'uniform'""), ('algorithm', ""'auto'""), ('leaf_size', '30'), ('p', '2'), ('metric', ""'minkowski'""), ('metric_params', 'None'), ('**kwargs', None)]",RadiusNeighborsRegressor,http://scikit-learn.org/stable/modules/generated/sklearn.neighbors.RadiusNeighborsRegressor.html#sklearn.neighbors.RadiusNeighborsRegressor,sklearn.neighbors,Nearest Neighbors
134,"['metric: string, or callable', 'shrink_threshold']","['metric: string, or callable :', 'shrink_threshold : float, optional (default = None)']","['<built-in function callable>', ""<type 'float'>""]","metric='euclidean', shrink_threshold=None","[('metric', ""'euclidean'""), ('shrink_threshold', 'None')]",NearestCentroid,http://scikit-learn.org/stable/modules/generated/sklearn.neighbors.NearestCentroid.html#sklearn.neighbors.NearestCentroid,sklearn.neighbors,Nearest Neighbors
135,"['X', 'leaf_size', 'metric', 'Additional keywords are passed to the distance metric class.']","['X : array-like, shape = [n_samples, n_features]', 'leaf_size : positive integer (default = 20)', 'metric : string or DistanceMetric object', 'Additional keywords are passed to the distance metric class. :']","[""<type 'numpy.ndarray'>"", ""<type 'int'>"", ""<type 'object'>"", None]",,[],BallTree,http://scikit-learn.org/stable/modules/generated/sklearn.neighbors.BallTree.html#sklearn.neighbors.BallTree,sklearn.neighbors,Nearest Neighbors
136,"['X', 'leaf_size', 'metric', 'Additional keywords are passed to the distance metric class.']","['X : array-like, shape = [n_samples, n_features]', 'leaf_size : positive integer (default = 20)', 'metric : string or DistanceMetric object', 'Additional keywords are passed to the distance metric class. :']","[""<type 'numpy.ndarray'>"", ""<type 'int'>"", ""<type 'object'>"", None]",,[],KDTree,http://scikit-learn.org/stable/modules/generated/sklearn.neighbors.KDTree.html#sklearn.neighbors.KDTree,sklearn.neighbors,Nearest Neighbors
137,"['n_estimators', 'min_hash_match', 'n_candidates', 'n_neighbors', 'radius', 'radius_cutoff_ratio', 'random_state']","['n_estimators : int (default = 10)', 'min_hash_match : int (default = 4)', 'n_candidates : int (default = 10)', 'n_neighbors : int (default = 5)', 'radius : float, optinal (default = 1.0)', 'radius_cutoff_ratio : float, optional (default = 0.9)', 'random_state : int, RandomState instance or None, optional (default=None)']","[""<type 'int'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)""]","n_estimators=10, radius=1.0, n_candidates=50, n_neighbors=5, min_hash_match=4, radius_cutoff_ratio=0.9, random_state=None","[('n_estimators', '10'), ('radius', '1.0'), ('n_candidates', '50'), ('n_neighbors', '5'), ('min_hash_match', '4'), ('radius_cutoff_ratio', '0.9'), ('random_state', 'None')]",LSHForest,http://scikit-learn.org/stable/modules/generated/sklearn.neighbors.LSHForest.html#sklearn.neighbors.LSHForest,sklearn.neighbors,Nearest Neighbors
138,"['metric', '**kwargs']","['metric : string or class name', '**kwargs :']","[""<type 'str'>"", None]",,[],DistanceMetric,http://scikit-learn.org/stable/modules/generated/sklearn.neighbors.DistanceMetric.html#sklearn.neighbors.DistanceMetric,sklearn.neighbors,Nearest Neighbors
139,"['bandwidth', 'algorithm', 'kernel', 'metric', 'atol', 'rtol', 'breadth_first', 'leaf_size', 'metric_params']","['bandwidth : float', 'algorithm : string', 'kernel : string', 'metric : string', 'atol : float', 'rtol : float', 'breadth_first : boolean', 'leaf_size : int', 'metric_params : dict']","[""<type 'float'>"", ""<type 'str'>"", ""<type 'str'>"", ""<type 'str'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'int'>"", ""<type 'dict'>""]","bandwidth=1.0, algorithm='auto', kernel='gaussian', metric='euclidean', atol=0, rtol=0, breadth_first=True, leaf_size=40, metric_params=None","[('bandwidth', '1.0'), ('algorithm', ""'auto'""), ('kernel', ""'gaussian'""), ('metric', ""'euclidean'""), ('atol', '0'), ('rtol', '0'), ('breadth_first', 'True'), ('leaf_size', '40'), ('metric_params', 'None')]",KernelDensity,http://scikit-learn.org/stable/modules/generated/sklearn.neighbors.KernelDensity.html#sklearn.neighbors.KernelDensity,sklearn.neighbors,Nearest Neighbors
140,"['n_components', 'learning_rate', 'batch_size', 'n_iter', 'verbose', 'random_state']","['n_components : int, optional', 'learning_rate : float, optional', 'batch_size : int, optional', 'n_iter : int, optional', 'verbose : int, optional', 'random_state : integer or numpy.RandomState, optional']","[""<type 'int'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'int'>"", ""(<type 'int'>, <type 'mtrand.RandomState'>)""]","n_components=256, learning_rate=0.1, batch_size=10, n_iter=10, verbose=0, random_state=None","[('n_components', '256'), ('learning_rate', '0.1'), ('batch_size', '10'), ('n_iter', '10'), ('verbose', '0'), ('random_state', 'None')]",BernoulliRBM,http://scikit-learn.org/stable/modules/generated/sklearn.neural_network.BernoulliRBM.html#sklearn.neural_network.BernoulliRBM,sklearn.neural_network,Neural network models
141,"['base_estimator', 'method', 'cv']","['base_estimator : instance BaseEstimator', ""method : 'sigmoid' or 'isotonic'"", ""cv : integer, cross-validation generator, iterable or 'prefit', optional""]","[""<class 'sklearn.base.BaseEstimator'>"", None, ""<type 'int'>""]","base_estimator=None, method='sigmoid', cv=3","[('base_estimator', 'None'), ('method', ""'sigmoid'""), ('cv', '3')]",CalibratedClassifierCV,http://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html#sklearn.calibration.CalibratedClassifierCV,sklearn.calibration,Probability Calibration
142,"['n_components', 'scale', 'max_iter', 'tol', 'copy']","['n_components : int, (default 2)', 'scale : boolean, (default True)', 'max_iter : an integer, (default 500)', 'tol : non-negative real', 'copy : boolean, default True']","[""<type 'int'>"", ""<type 'bool'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'bool'>""]","n_components=2, scale=True, max_iter=500, tol=1e-06, copy=True","[('n_components', '2'), ('scale', 'True'), ('max_iter', '500'), ('tol', '1e-06'), ('copy', 'True')]",PLSRegression,http://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.PLSRegression.html#sklearn.cross_decomposition.PLSRegression,sklearn.cross_decomposition,Cross decomposition
143,"['scale', 'algorithm', 'max_iter', 'tol', 'copy', 'n_components']","['scale : boolean, scale data? (default True)', ""algorithm : string, 'nipals' or 'svd'"", 'max_iter : an integer, (default 500)', 'tol : non-negative real, default 1e-06', 'copy : boolean, default True', 'n_components : int, number of components to keep. (default 2).']","[""<type 'bool'>"", ""<type 'str'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'int'>""]","n_components=2, scale=True, algorithm='nipals', max_iter=500, tol=1e-06, copy=True","[('n_components', '2'), ('scale', 'True'), ('algorithm', ""'nipals'""), ('max_iter', '500'), ('tol', '1e-06'), ('copy', 'True')]",PLSCanonical,http://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.PLSCanonical.html#sklearn.cross_decomposition.PLSCanonical,sklearn.cross_decomposition,Cross decomposition
144,"['n_components', 'scale', 'max_iter', 'tol', 'copy']","['n_components : int, (default 2).', 'scale : boolean, (default True)', 'max_iter : an integer, (default 500)', 'tol : non-negative real, default 1e-06.', 'copy : boolean']","[""<type 'int'>"", ""<type 'bool'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'bool'>""]","n_components=2, scale=True, max_iter=500, tol=1e-06, copy=True","[('n_components', '2'), ('scale', 'True'), ('max_iter', '500'), ('tol', '1e-06'), ('copy', 'True')]",CCA,http://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.CCA.html#sklearn.cross_decomposition.CCA,sklearn.cross_decomposition,Cross decomposition
145,"['n_components', 'scale', 'copy']","['n_components : int, default 2', 'scale : boolean, default True', 'copy : boolean, default True']","[""<type 'int'>"", ""<type 'bool'>"", ""<type 'bool'>""]","n_components=2, scale=True, copy=True","[('n_components', '2'), ('scale', 'True'), ('copy', 'True')]",PLSSVD,http://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.PLSSVD.html#sklearn.cross_decomposition.PLSSVD,sklearn.cross_decomposition,Cross decomposition
146,['steps'],['steps : list'],"[""<type 'list'>""]",steps=None,"[('steps', None)]",Pipeline,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.Pipeline.html#sklearn.pipeline.Pipeline,sklearn.pipeline,Pipeline
147,"['transformer_list: list of (string, transformer) tuples', 'n_jobs: int, optional', 'transformer_weights: dict, optional']","['transformer_list: list of (string, transformer) tuples :', 'n_jobs: int, optional :', 'transformer_weights: dict, optional :']","[""[<type 'str'>, <class 'sklearn.base.TransformerMixin'>]"", ""<type 'int'>"", ""<type 'dict'>""]","transformer_list=None, n_jobs=1, transformer_weights=None","[('transformer_list', None), ('n_jobs', '1'), ('transformer_weights', 'None')]",FeatureUnion,http://scikit-learn.org/stable/modules/generated/sklearn.pipeline.FeatureUnion.html#sklearn.pipeline.FeatureUnion,sklearn.pipeline,Pipeline
148,"['threshold', 'copy']","['threshold : float, optional (0.0 by default)', 'copy : boolean, optional, default True']","[""<type 'float'>"", ""<type 'bool'>""]","threshold=0.0, copy=True","[('threshold', '0.0'), ('copy', 'True')]",Binarizer,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.Binarizer.html#sklearn.preprocessing.Binarizer,sklearn.preprocessing,Preprocessing and Normalization
149,"['func', 'validate', 'accept_sparse', 'pass_y: bool, optional default=False']","['func : callable, optional default=None', 'validate : bool, optional default=True', 'accept_sparse : boolean, optional', 'pass_y: bool, optional default=False :']","['<built-in function callable>', ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>""]","func=None, validate=True, accept_sparse=False, pass_y=False","[('func', 'None'), ('validate', 'True'), ('accept_sparse', 'False'), ('pass_y', 'False')]",FunctionTransformer,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.FunctionTransformer.html#sklearn.preprocessing.FunctionTransformer,sklearn.preprocessing,Preprocessing and Normalization
150,"['missing_values', 'strategy', 'axis', 'verbose', 'copy']","[""missing_values : integer or 'NaN', optional (default='NaN')"", ""strategy : string, optional (default='mean')"", 'axis : integer, optional (default=0)', 'verbose : integer, optional (default=0)', 'copy : boolean, optional (default=True)']","[""<type 'int'>"", ""<type 'str'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'bool'>""]","missing_values='NaN', strategy='mean', axis=0, verbose=0, copy=True","[('missing_values', ""'NaN'""), ('strategy', ""'mean'""), ('axis', '0'), ('verbose', '0'), ('copy', 'True')]",Imputer,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.Imputer.html#sklearn.preprocessing.Imputer,sklearn.preprocessing,Preprocessing and Normalization
151,['K'],"['K : numpy array of shape [n_samples, n_samples]']","[""<type 'numpy.ndarray'>""]",,[],KernelCenterer,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.KernelCenterer.html#sklearn.preprocessing.KernelCenterer,sklearn.preprocessing,Preprocessing and Normalization
152,"['neg_label', 'pos_label', 'sparse_output']","['neg_label : int (default: 0)', 'pos_label : int (default: 1)', 'sparse_output : boolean (default: False)']","[""<type 'int'>"", ""<type 'int'>"", ""<type 'bool'>""]","neg_label=0, pos_label=1, sparse_output=False","[('neg_label', '0'), ('pos_label', '1'), ('sparse_output', 'False')]",LabelBinarizer,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.LabelBinarizer.html#sklearn.preprocessing.LabelBinarizer,sklearn.preprocessing,Preprocessing and Normalization
153,['y'],"['y : array-like of shape (n_samples,)']","[""<type 'numpy.ndarray'>""]",,[],LabelEncoder,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.LabelEncoder.html#sklearn.preprocessing.LabelEncoder,sklearn.preprocessing,Preprocessing and Normalization
154,"['classes', 'sparse_output']","['classes : array-like of shape [n_classes] (optional)', 'sparse_output : boolean (default: False),']","[""<type 'numpy.ndarray'>"", ""<type 'bool'>""]","classes=None, sparse_output=False","[('classes', 'None'), ('sparse_output', 'False')]",MultiLabelBinarizer,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.MultiLabelBinarizer.html#sklearn.preprocessing.MultiLabelBinarizer,sklearn.preprocessing,Preprocessing and Normalization
155,['copy'],"['copy : boolean, optional, default is True']","[""<type 'bool'>""]",copy=True,"[('copy', 'True')]",MaxAbsScaler,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.MaxAbsScaler.html#sklearn.preprocessing.MaxAbsScaler,sklearn.preprocessing,Preprocessing and Normalization
156,"['feature_range: tuple (min, max), default=(0, 1)', 'copy']","['feature_range: tuple (min, max), default=(0, 1) :', 'copy : boolean, optional, default True']","[""<type 'tuple'>"", ""<type 'bool'>""]","feature_range=(0, 1)=None, copy=True","[('feature_range', '(0'), ('1)', None), ('copy', 'True')]",MinMaxScaler,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.MinMaxScaler.html#sklearn.preprocessing.MinMaxScaler,sklearn.preprocessing,Preprocessing and Normalization
157,"['norm', 'copy']","[""norm : 'l1', 'l2', or 'max', optional ('l2' by default)"", 'copy : boolean, optional, default True']","[None, ""<type 'bool'>""]","norm='l2', copy=True","[('norm', ""'l2'""), ('copy', 'True')]",Normalizer,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.Normalizer.html#sklearn.preprocessing.Normalizer,sklearn.preprocessing,Preprocessing and Normalization
158,"['n_values', ""categorical_features: 'all' or array of indices or mask"", 'dtype', 'sparse', 'handle_unknown']","[""n_values : 'auto', int or array of ints"", ""categorical_features: 'all' or array of indices or mask :"", 'dtype : number type, default=np.float', 'sparse : boolean, default=True', ""handle_unknown : str, 'error' or 'ignore'""]","[""<type 'numpy.ndarray'>"", ""<type 'numpy.ndarray'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'str'>""]","n_values='auto', categorical_features='all', dtype=<class 'float'>, sparse=True, handle_unknown='error'","[('n_values', ""'auto'""), ('categorical_features', ""'all'""), ('dtype', ""<class 'float'>""), ('sparse', 'True'), ('handle_unknown', ""'error'"")]",OneHotEncoder,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html#sklearn.preprocessing.OneHotEncoder,sklearn.preprocessing,Preprocessing and Normalization
159,"['degree', 'interaction_only', 'include_bias']","['degree : integer', 'interaction_only : boolean, default = False', 'include_bias : boolean']","[""<type 'int'>"", ""<type 'bool'>"", ""<type 'bool'>""]","degree=2, interaction_only=False, include_bias=True","[('degree', '2'), ('interaction_only', 'False'), ('include_bias', 'True')]",PolynomialFeatures,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.PolynomialFeatures.html#sklearn.preprocessing.PolynomialFeatures,sklearn.preprocessing,Preprocessing and Normalization
160,"['with_centering', 'with_scaling', 'copy']","['with_centering : boolean, True by default', 'with_scaling : boolean, True by default', 'copy : boolean, optional, default is True']","[""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>""]","with_centering=True, with_scaling=True, copy=True","[('with_centering', 'True'), ('with_scaling', 'True'), ('copy', 'True')]",RobustScaler,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.RobustScaler.html#sklearn.preprocessing.RobustScaler,sklearn.preprocessing,Preprocessing and Normalization
161,"['with_mean', 'with_std', 'copy']","['with_mean : boolean, True by default', 'with_std : boolean, True by default', 'copy : boolean, optional, default True']","[""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>""]","copy=True, with_mean=True, with_std=True","[('copy', 'True'), ('with_mean', 'True'), ('with_std', 'True')]",StandardScaler,http://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.StandardScaler.html#sklearn.preprocessing.StandardScaler,sklearn.preprocessing,Preprocessing and Normalization
162,"['n_components', 'eps', 'random_state']","[""n_components : int or 'auto', optional (default = 'auto')"", 'eps : strictly positive float, optional (default=0.1)', 'random_state : integer, RandomState instance or None (default=None)']","[""<type 'int'>"", ""<type 'float'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)""]","n_components='auto', eps=0.1, random_state=None","[('n_components', ""'auto'""), ('eps', '0.1'), ('random_state', 'None')]",GaussianRandomProjection,http://scikit-learn.org/stable/modules/generated/sklearn.random_projection.GaussianRandomProjection.html#sklearn.random_projection.GaussianRandomProjection,sklearn.random_projection,Random projection
163,"['n_components', 'density', 'eps', 'dense_output', 'random_state']","[""n_components : int or 'auto', optional (default = 'auto')"", ""density : float in range ]0, 1], optional (default='auto')"", 'eps : strictly positive float, optional, (default=0.1)', 'dense_output : boolean, optional (default=False)', 'random_state : integer, RandomState instance or None (default=None)']","[""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)""]","n_components='auto', density='auto', eps=0.1, dense_output=False, random_state=None","[('n_components', ""'auto'""), ('density', ""'auto'""), ('eps', '0.1'), ('dense_output', 'False'), ('random_state', 'None')]",SparseRandomProjection,http://scikit-learn.org/stable/modules/generated/sklearn.random_projection.SparseRandomProjection.html#sklearn.random_projection.SparseRandomProjection,sklearn.random_projection,Random projection
164,"['kernel', 'gamma', 'n_neighbors', 'alpha', 'max_iter', 'tol']","[""kernel : {'knn', 'rbf'}"", 'gamma : float', 'n_neighbors : integer > 0', 'alpha : float', 'max_iter : float', 'tol : float']","[None, ""<type 'float'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>""]","kernel='rbf', gamma=20, n_neighbors=7, alpha=1, max_iter=30, tol=0.001","[('kernel', ""'rbf'""), ('gamma', '20'), ('n_neighbors', '7'), ('alpha', '1'), ('max_iter', '30'), ('tol', '0.001')]",LabelPropagation,http://scikit-learn.org/stable/modules/generated/sklearn.semi_supervised.LabelPropagation.html#sklearn.semi_supervised.LabelPropagation,sklearn.semi_supervised,Semi-Supervised Learning
